Gloom|2013|Middletown, New Jersey, USA
Gloriana|2015|Rimpau Park, Corona, California, USA
Glorious 39|2009|Claydon Park, Claydon, Buckinghamshire, England, UK
Glorious Goodwood|1906|Goodwood Racecourse, West Sussex, England, UK
Glorious Mail|2005|Oxford, Mississippi, USA
Glory|1956|Calumet Farms - 3301 Versailles Road, Lexington, Kentucky, USA
Glory Hole Skank #1|2017|Hulst, The Netherlands
Glosniej od bomb|2001|Siechnice, Dolnoslaskie, Poland
Gluvi barut|1990|Village Lukomir, Mountain Bjelasnica, Bosnia and Hercegovina, Yugoslavia
Gnawbone|2016|Hanover, Indiana, USA
Gniew|1998|Oborniki Slaskie, Dolnoslaskie, Poland
Gnome Man's Land|2008|Streamwood, Illinois, USA
Go|1999|Los Angeles Police Department, Hollywood Station - 1358 Wilcox Ave, Los Angeles, California, USA
Go Fish|1994|Buck Town, Lincoln Square, Chicago, Illinois, USA
Go Fuck Yourself Oliver|2015|Rensselaer, New York, USA
Go Home|2007|Rivas, Comunidad de Madrid, Spain
Go Naked in the World|1961|Acapulco, Mexico
Go Tell It on the Molehill|2016|Baldwin Hills Scenic Overlook, Culver City, California, USA
Go Tigers!|2001|Massillon, Ohio, USA
Go West Happy Cow|2010|Blue River, Wisconsin, USA
Go to Hell|1999|Empire, Minnesota, USA
Go-yang-i-leul boo-tak-hae|2001|Incheon, South Korea
GoLite: Fitting the Pack|2013|Utah 39, Utah, USA
Goal Attainment|2015|Parliament Hill Fields, Hampstead Heath, Hampstead, London, England, UK
Goal Keepers|2006|West Bank, Israel
Goats|2012|Saguaro National Park, Arizona, USA
Gocce d'amore|1981|Tarquinia, Viterbo, Lazio, Italy
God Bless the Eaten Ones|2011|Weidi Cafeteria, Beijing, China
God Defend New Zealand|2011|Ministry for Culture & Heritage, New Zealand
God Don't Make the Laws|2011|Granville, Ohio, USA
God Help the Man Who Would Part with His Land|1971|St. Regis Reserve, Cornwall, Ontario, Canada
God Is Good|2004|Goshen, New York, USA
God Is Laughing|2015|Carnegie, Pennsylvania, USA
God Is No Soprano|2003|The Dolomites, Italy
God Is Real|2015|Forest Hill, Maryland, USA
God Loves You|2013|The Waldorf Astoria, New York
God and Gun|1995|Chuwadi, India
God in My City|2017|Terre Haute, Indiana, USA
God's Architects|2009|Chauvin, Louisiana, USA
God's Awesome Creation|2005|Wilton, California, USA
God's Hostage|2008|Sparta, Tennessee, USA
God's Image|1996|Vincennes, Indiana, USA
God's Little Acre|1958|San Joaquin-Sacramento River Delta, California, USA
God's Master Plan|2017|Katy Texas, USA
God's Outlaw|1919|Enfield Falls, Ithaca, New York, USA
GodMachine|2012|Poulsbo, Washington, USA
Godhood|2011|Bala Cynwyd, Pennsylvania, USA
Godley Girls|2006|Godley, Texas, USA
Godmonster of Indian Flats|1973|Virginia City, Nevada, USA
Godot|2005|Mineral del Pozo, Guanajuato, Mexico
Gods Acre|2016|Fort Chipewyan, Alberta, Canada
Gods Gift, War|2010|Kisangani, Democratic Republic Of Congo
Gods and Kings|2012|Momostenango, Guatemala
Gods eigen Parochie|2011|Clemery, France
Godzilla vs. The Intentional Community|2006|Windom, Minnesota, USA
Goede zang doet pijn|2011|Jerez, Spain
Goethe!|2010|Bad Muskau, Saxony, Germany
Gogona Slaididan|2009|Laguna Vera, Tbilisi, Georgia
Gohine Shobdo|2010|Rangamati, Bangladesh
Going All the Way|1997|Fountain Square, Indianapolis, Indiana, USA
Going Back|1984|Cass City, Michigan, USA
Going Bye-Bye!|1934|City Hall - 9770 Culver Blvd., Culver City, California, USA
Going Dark|2018|Stanley, Idaho, USA
Going Home|1971|McKeesport, Pennsylvania, USA
Going Local|2012|Media City UK, Salford, Greater Manchester, England, UK
Going Places with Graham McNamee No. 70|1939|Beaufort, North Carolina, USA
Going Places with Graham McNamee, #58|1939|Barnstable, Massachusetts, USA
Going Places with Graham McNamee, #69|1939|Charlotte Amalie, St. Thomas, U.S. Virgin Islands
Going Places with Graham McNamee, #72|1940|Zimbabwe
Going Through the Tunnel|1898|Southern Pacific Railway, California, USA
Going, Going, Gone|2012|Rohnert Park, California, USA
Going... Somewhere|2011|Lee, Massachusetts, USA
Gojira|1954|Toba, Mie, Japan
Gojra Riots|2009|Faisalabad, Pakistan
Gold Diggers: The Secret of Bear Mountain|1995|Pleasant Grove, Utah, USA
Gold Mountain River: Exploring History on the Fraser|2014|Yale, British Columbia, Canada
Gold and the Gilded Way|1913|Gympie, Queensland, Australia
Gold aus Gletschern|1956|Tauern Kraftwerke, Kaprun, Salzburg, Austria
Goldelfe|1918|Gotha, Thuringia, Germany
Golden Earrings|1947|Castle, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA
Golden Five|2016|Strumica, Macedonia
Golden Hour|2012|Excelsior, Minnesota, USA
Golden Seas|2009|Marlboro, New Jersey, USA
Golden Streams, Dangerous Dreams|2005|Barkerville, British Columbia, Canada
Golden: How to Make a Billion Dollars the Easy Way|2007|Music Box Theater, Chicago, Illinois, USA
GoldenBox|2011|AES Alamitos, 690 North Studebaker Road, Long Beach, California, USA
GoldenEye|1995|Admiralteysky, St. Petersburg, Russia
Goldengirl|1979|Cerritos College - 11110 Alondra Blvd., Norwalk, California, USA
Goldstar, Ohio|2010|Julia Miles Theatre, Manhattan, New York City, New York, USA
Goldy 2: The Saga of the Golden Bear|1986|Camp Nelson, California, USA
Golf Masters|1949|Pebble Beach Golf Links, Pebble Beach, California, USA
Golf in the Kingdom|2010|Bandon Dunes Golf Resort, Bandon, Oregon, USA
Goli covjek|1968|Island of Hvar, Croatia, Yugoslavia
Golub - poslannik nebes|2015|Ekaterinburg, Sverdlovskaya oblast, Russia
Gomer and Ed Lost in Space|2000|Homer, Illinois, USA
Gonadz|2010|Wexford, County Wexford, Ireland
Gone Curling|1963|Eston, Saskatchewan, Canada
Gone Hollywood|2011|Elsa, Texas, USA
Gone Postal|2005|Atwater Village Studios - 3018 Carmel Street, Los Angeles, California, USA
Gone Underground|2001|U-Bahnstation Messestadt-West, Munich, Bavaria, Germany
Gone in 60 Seconds|1974|Gamby Mortuary, 25001 Narbonne Avenue, Lomita, California, USA
Gone in 60 Seconds 2|2003|Dunkirk, New York, USA
Gone in Sixty Seconds|2000|Southwest Marine - 985 South Seaside Avenue, Wilmington, Los Angeles, California, USA
Gone in a Flash|2015|Luverne, Minnesota, USA
Gone to Earth|1950|Much Wenlock, Shropshire, England, UK
Gone: A Story of Love, Strength and Courage|2015|Townsend, Massachusetts, USA
Goneril|2012|Tate Britain, Millbank, Westminster, London, England, UK
Gongdong gyeongbi guyeok JSA|2000|Asan, Choongchungnamdo, South Korea
Gongofer|1992|Kazan Railway Station, Moscow, Russia
Good Cop, Swag Cop|2014|Tecumseh, Michigan, USA
Good Cop/Dead Cop|2004|Hendon, London, England, UK
Good Day for It|2011|Bangor, Pennsylvania, USA
Good Fortune Island|2017|Rosebank, New South Wales, Australia
Good Grief|1998|Bridge of the Gods, Columbia River Gorge, Washington, USA
Good Guys Wear Black|1978|Riverside International Raceway, 22255 Eucalyptus Avenue, Moreno Valley, California, USA
Good Luck, Miss Wyckoff|1979|El Dorado School - 1540 N. Lincoln Street, Stockton, California, USA
Good Luck, and Godspeed|2010|Oak View, California, USA
Good Manners|2010|Briarcliff Manor, New York, USA
Good Morning Chernobyl|2009|Heritage Park, Mission, British Columbia, Canada
Good Morning Sun|2015|Kerr County, Texas, USA
Good Morning, Pallas Athena|2015|Phaselis, Turkey
Good Night, Nurse!|1918|Arrowhead Hot Spring, California, USA
Good Old Boy: A Delta Boyhood|1988|Natchez Trace Parkway, Mississippi, USA
Good Tucker|2014|Derby, Western Australia
Good Voice, Bad Voice|2016|Plano, Texas, USA
Good for Nothing|2011|Central Otago, New Zealand
Good. And Smile.|2009|Savannah Country Day School - 824 Stillwood Drive, Savannah, Georgia, USA
Goodalochana|2017|Kozhikode, Kerala, India
Goodbye|1989|Nakano, Tokyo, Japan
Goodbye Gemini|1970|St John's Wood, London, England, UK
Goodbye Guns|2014|Harvard, Illinois, USA
Goodbye Holograph|2017|Padstow, Sydney, Australia
Goodbye Lover|1998|Rodeo Drive, Beverly Hills, California, USA
Goodbye Pork Pie|1980|Wellington Railway Station, Wellington, New Zealand
Goodbye Walt|2012|Dearborn Heights, Michigan, USA
Goodbye Wendell|2010|Murray, Kentucky, USA
Goodbye, Cruel World|2003|Hunstanton, Norfolk, England, UK
Goodbye, Love|2011|Magnolia, New Jersey, USA
Goodbye, Mr. Chips|1939|Repton, Derbyshire, England, UK
Goodbye, Neighbours and Wives|1973|Clear Lake, Ontario, Canada
Goodfellas|1990|2995 Richmond Avenue, Staten Island, New York City, New York, USA
Goodnight Sally|2016|George Taylor House - 35 S Front St, Catasauqua, Pennsylvania, USA
Goodnight Sunshine|2011|Ellsworth, Maine, USA
Goodrington Massive|2001|Goodrington, Paignton, Devon, England, UK
Google and the World Brain|2013|Bodleian Library, Broad Street, Oxford, Oxfordshire, England, UK
Gooners|2015|O'Hanlon's Bar New York City, New York, USA
Gordo|2006|San Juan Bautista, California, USA
Gordon Finn 2|2018|Breaking Fate Entertainment, Dekalb, Illinois, USA
Gordon Highlanders Marching Out|1900|Ladysmith, KwaZulu-Natal, South Africa
Gore Vidal: The United States of Amnesia|2013|Ravello, Salerno, Campania, Italy
Goreville, U.S.A.|1997|Goreville, Illinois, USA
Gorgo|1961|Coliemore Harbour, Dublin, County Dublin, Ireland
Gorilla at Large|1954|Nu Pike Amusement Park, Long Beach, California, USA
Gorillas and Other Wildlife of Uganda and Rwanda|2006|Volcanoes National Park, Rwanda
Gorillas in the Mist: The Story of Dian Fossey|1988|Karisoke Research Centre, Virunga Conservation Area, Volcanoes National Park, Rwanda
Gorp|1980|Crawfordville, Georgia, USA
Gorth|2009|Bechovice, Prague, Czech Republic
Gosford Park|2001|Syon House, Syon Park, Brentford, Middlesex, England, UK
Gosht Story|2009|South Brunswick, New Jersey, USA
Got to Run|2011|Hadrian's Wall, Northumberland, England, UK
Gotas|2017|Sevilla la Nueva, Madrid, Spain
Gotch-Hackenschmidt Match Films|1911|Comiskey Park, Chicago, Illinois, USA
Gotham, IL|2004|Waukegan, Illinois, USA
Gott will es!|2006|Bahnhof-West, Cologne, North Rhine-Westphalia, Germany
Gou hun e meng|1999|Hong Kong International Airport, Chek Lap Kok, Hong Kong, China
Gou hun jiang tou|1976|Fitzpatrick's Supermarket, Orchard Road, Singapore
Goubbiah, mon amour|1956|Centralni Filmski Studio Kosutnjak, Belgrade, Serbia
Government Agents vs Phantom Legion|1951|Railroad Station, Chatsworth, Los Angeles, California, USA
Goya-champuru|2006|Ishigaki island, Okinawa, Japan
Gozargah|2010|Chalous Rd, Iran
Gozo|2016|Gozo Island, Malta
Gra|1969|Sopot Pier, Sopot, Pomorskie, Poland
Graatzug|2011|Kanton Bern, Switzerland
Grabbers|2012|Rathlin Island, Co Antrim, Northern Ireland, UK
Grace Bedell|2010|Shadow Hills, California, USA
Grace Is Gone|2007|725 9th Avenue, La Grange, Illinois, USA
Grace Petrie: Rise|2012|Granton Road, Liverpool 5, Merseyside, England, UK
Graduating Peter|2001|Montgomery County, Virginia, USA
Graffiti Bridge|1990|Eden Prairie, Minnesota, USA
Graham's Nightmare|2006|Sydney, Nova Scotia, Canada
Grajacy z talerza|1995|Wola Piekarska, Wielkopolskie, Poland
Gramps Goes to College|2014|Crossville, Tennessee, USA
Gran Canaria|1967|Arucas, Gran Canaria, Canary Islands, Spain
Gran Finale|2015|Castiglioncello, Livorno, Tuscany, Italy
Gran Torino|2008|204 W 11 Mile Rd, Royal Oak, Michigan, USA
Grand Analog Live in Calgary|2011|HiFi Club, Calgary, Alberta, Canada
Grand Canyon Adventure: River at Risk|2008|Page, Arizona, USA
Grand Canyon, Pride of Creation|1943|San Francisco Peaks, Arizona, USA
Grand Champion|2002|Kent County, Texas, USA
Grand Cinema|1989|The Ghazzali Cinematic Town, Karaj, Iran
Grand Forks|2017|Colfax, California, USA
Grand Hotel Excelsior|1982|Hotel Regina Palace, Stresa, Verbania, Piedmont, Italy
Grand Manan|1943|Grand Manan, Grand Manan Island, New Brunswick, Canada
Grand Opening|2006|Rockaway, Queens, New York City, New York, USA
Grand Theft Parsons|2003|Cabazon, California, USA
Grandad of Races|1950|Piazza del Campo, Siena, Tuscany, Italy
Grandad's House|2015|Tring, Hertfordshire, England, UK
Grandchildren|2003|Spanish Harlem, Manhattan, New York City, New York, USA
Grande Hotel|2010|Beira, Mozambique
Grande Sud|2014|Diamante, Cosenza, Calabria, Italy
Grandfather Child: Edythe Bates Old Chapel|2012|Round Top, Texas, USA
Grandhotel|2006|Liberec, Czech Republic
Grandmother and the Wolf|2012|Lausitz, Germany
Grandpa's Still in the Tuff Shed|2003|Nederland, Colorado, USA
Grandview, U.S.A.|1984|Fairbury, Illinois, USA
Granit|2006|Bougival, Yvelines, France
Granny's House|2015|Haxtun, Colorado, USA
Granton Trawler|1934|Granton, Edinburgh, Scotland, UK
Grapevines|2018|Strabane, Co.Tyrone, Northern Ireland
Grappling Girls|2008|St. Joseph, Minnesota, USA
Grass: A Nation's Battle for Life|1925|Karun River, Iran
Grasse, la ville des fleurs|1909|Grasse, Alpes-Maritimes, France
Grassroots, ceux qui votent|2003|Vanuatu
Gratitud|1917|Vallvidrera, Barcelona, Catalonia, Spain
Gratitude for the Gaze|2010|Patmos island, Dodecanese, Greece
Grave Encounter|2011|Corinth, Vermont, USA
Grave Reality|2015|Merritt Island, Florida, USA
Gravediggers|1995|Holy Cross Cemetery, 1500 Mission Road, Colma, California, USA
Gravel and Stones|2008|Kampong Chhnang, Cambodia
Graveyard of Ships|1936|Cape Hatteras, North Carolina, USA
Gravity Fountain|1903|Lincoln Park - 8011 Fauntleroy Way SW, Seattle, Washington, USA
Gravity Was Everywhere Back Then|2010|Cressona, Pennsylvania, USA
Grayeagle|1977|Helena National Forest, Helena, Montana, USA
Grayson|2004|405 Freeway, Los Angeles, California, USA
Grazie signore p...|1972|Pantelleria, Trapani, Sicily, Italy
Greaser's Palace|1972|Camel Rock, Pojoaque, New Mexico, USA
Greasewood Flat|2003|Canyon Creek Ranch - 22100 E Tara Springs Road, Black Canyon City, Arizona, USA
Great American Train Rides 2|1994|Chama, New Mexico, USA
Great Barrier Reef|1981|Great Barrier Reef, Queensland, Australia
Great Bear|2014|Bella Bella, British Columbia, Canada
Great Day to Be a T.A.|2016|American University - 4400 Massachusetts Avenue, Washington, District of Columbia, USA
Great Gardens: Chatsworth House, Derbyshire, England|2015|Chatsworth House, Edensor, Derbyshire, England, UK
Great Gardens: Sunnylands, California, USA|2017|Sunnylands, Rancho Mirage, California, USA
Great Guns|1941|Englewood, California, USA
Great International Heavyweight Boxing Contest Between Joe Louis and Max Schmeling|1936|Yankee Studios, Inwood, Manhattan, New York City, New York, USA
Great Light|2018|Glasgow, Kentucky, USA
Great Temple Procession at Nikko|1904|Nikko, Tochigi Prefecture, Japan
Great Traffic of Whitehall|1902|Whitehall, Westminster, London, England, UK
Great Waterfall of the Rhein at Schaffhausen, Switzerland|1901|Rheinfall, Neuhausen am Rheinfall, Kanton Schaffhausen, Switzerland
Great White Hunters|2008|Boat Harbour, New South Wales, Australia
Greater Southbridge|2003|Southbridge, Massachusetts, USA
Greatest Man Alive|2010|Albany Prep Charter School, Albany, New York, USA
Greed|1924|16th Street, Oakland, California, USA
Greedy Fingers|2012|Porto Ercole, Monte Argentario, Grosseto, Tuscany, Italy
Greek Light|2005|Koufonisia, Greece
Greeley's Field|2006|Chinese Camp, California, USA
Green Day: 21st Century Breakdown|2010|Olympiahalle, Munich, Bavaria, Germany
Green Eyed Monster|2007|Kopperl, Texas, USA
Green Eyes for Anastice|2004|Twin Lakes, Wisconsin, USA
Green Frankenstein|2013|Theater Dortmund, Dortmund, North Rhine-Westphalia, Germany
Green Man|2014|Shipka, Bulgaria
Green Park|2015|Green Park, London, England, UK
Greencastle|2012|Greencastle, Pennsylvania, USA
Greener|2004|Bay City, Michigan, USA
Greener Mountains|2005|Los Olivos, California, USA
Greenfingers|2000|Fairford, England, UK
Greenhide|1926|Dawson Valley, Queensland, Australia
Greenside|2009|Lake Elmo, Minnesota, USA
Greetings|1968|Bookmasters Book Store, Manhattan, New York City, New York, USA
Greetings from Florida!|2014|3905 Highland Avenue West, Bradenton, Florida, USA
Greetings from Wollongong|1982|Wollongong, New South Wales, Australia
Greg & Emily|2014|Castleton, New York, USA
Gregorius auf dem Stein|2012|Sunion, Greece
Gregory's Girl|1980|Abronhill, Cumbernauld, North Lanarkshire, Scotland, UK
Gregory's Two Girls|1999|Dumbarton Castle, Dumbarton, West Dunbartonshire, Scotland, UK
Gremlins in the Basement|2006|Walker, Michigan, USA
Grenze|2008|Poel, Mecklenburg-Western Pomerania, Germany
Gretchen at the Spinning Wheel|2015|Heiligendamm, Mecklenburg-Western Pomerania, Germany
Grete Minde|1977|Hornburg, Lower Saxony, Germany
Grey Days|2009|Whittlesea, Victoria, Australia
Grey Hood|2018|Wake Forest, North Carolina, USA
Grey Skies|2010|Clare, Michigan, USA
Grey, White and Blue|1943|Mississippi River, Mississippi, USA
Greys Inbetween|2008|Barbican, London, England, UK
Gricka vjestica|1920|Vinica kraj Varazdina, Croatia
Gridiron Gang|2006|Agoura High School - 28545 W. Driver Avenue, Agoura Hills, California, USA
Gridiron UK|2016|Crewe, Cheshire, England, UK
Grijpers in de toekomst|1964|Lillo, Belgium
Grijpstra & De Gier|1979|Kloveniersburgwal, Amsterdam, Noord-Holland, Netherlands
Grilling Bobby Hicks|2009|Hollywood, Georgia, USA
Grills Gone Wild: From the Backyard to Backstage|2011|Starke, Florida, USA
Grim|1995|Clearwell Caves, Coleford, Forest of Dean, Gloucestershire, England, UK
Grim Reapers|2014|Russellville, Alabama, USA
Grimmwood|2018|Tuckaseegee, North Carolina, USA
Grimsby|2016|North Weald, Essex, England, UK
Gringo Trails|2013|Timbuktu, Mali
Grizzly Park|2008|Abingdon, Virginia, USA
Grober Unfug|2013|Moosbach, Saarland, Germany
Groenland, vingt mille lieues sur les glaces|1952|Greenland
Groom Lake|2002|Lowell, Arizona, USA
Groomed|2018|Wrotham, Kent, England, UK
Gros Morne: A Matter of Time|1978|Gros Morne National Park, Newfoundland, Newfoundland and Labrador, Canada
Grosse fatigue|1994|Luberon, Vaucluse, France
Grotto|2015|Grotte di Frasassi, Regione Marche, Italy
Ground Floor|2015|Limerick City, Ireland
Grounds for Elimination|2014|Negative Space Lounge and Gallery, Cleveland , Ohio, USA
Group Madness|1983|Mim's Estate, England, UK
Group Therapy: OCD|2017|Santa Barbara County, California, USA
Grove Carnival|1981|Notting Hill Carnival, London, UK
Grove Roots|2009|Ladbroke Grove, Notting Hill, London, England, UK
Grow with Skelmersdale|1977|Skelmersdale, Lancashire, England, UK
Growing Darkness|2013|New Lenox, Illinois, USA
Growing Pains: Puberty in Horror Films|2014|Birns & Sawyer, 5275 Craner Avenue, North Hollywood, California, USA
Growing Up Coy|2016|Fountain, Colorado, USA
Growing Up Mischling|2009|Laguna Hills, California, USA
Grown Up Movie Star|2009|Flat Rock, Newfoundland and Labrador, Canada
Groznica ljubavi|1984|Vrnjacka Banja, Serbia, Yugoslavia
Grumpier Old Men|1995|Hyacinth Avenue E & Frank Street, St. Paul, Minnesota, USA
Grumpy Old Men|1993|Divine Redeemer Hospital - 724 19th Avenue N., South St. Paul, Minnesota, USA
Gruz 200|2007|Cherepovets, Russia
Gu|1981|Don Mueang International Airport, Don Mueang, Bangkok, Thailand
Gu bao zhi wen|2014|Sichuan, China
Gu zhen xiong ling zhi wu zhou chan shen|2013|Chishui, Guizhou, China
Gua fu cun|1989|Quanzhou, Fujian Province, China
Guang Chang|1994|Tiananmen Square, Dongcheng District, Beijing, China
Guantanamo's Child: Omar Khadr|2015|Camp Williams, Utah, USA
Guapo heredero busca esposa|1972|Horche, Guadalajara, Castilla-La Mancha, Spain
Guarapo|1987|La Gomera, Canary Islands, Spain
Guardian of Guano|2014|Punta San Juan, Peru
Guardian of the Wilderness|1976|Smith & Moorehouse Reservoir, Uinta Mountains, Utah, USA
Guarding Tess|1994|Mount Washington, Baltimore, Maryland, USA
Gud taler ud|2017|Risskov, Jylland, Denmark
Guerra de Canudos|1997|Junco do Salitre, Juazeiro, Bahia, Brazil
Guerriers et captives|1990|Carmen de Patagones, Argentina
Guerrilla|2011|Panam Nagar, Sonargaon, Bangladesh
Guess Who|2005|500 N Almansor St, Alhambra, California, USA
Guest iin London|2017|Leicester Square, London, England, UK
Gueule d'amour|1937|Orange, Vaucluse, France
Gugara|2008|Tutonchany, Evenkia, Siberia, Russia
Gugma sa panahon sang bakunawa|2012|Dumangas, Iloilo, Philippines
Guhit ng palad|1988|Greenbelt Park, Makati City, Metro Manila, Philippines
Gui lai|1958|Bitan, Taiwan
Guidance Is Internal|2016|Fika Coffee House, Parker, Colorado, USA
Guilt & Sentence|2010|Clearfield, Pennsylvania, USA
Guilt Is My Shadow|1950|Ashburton, Devon, England, UK
Guilt of War|2006|Air Hollywood - 255 Parkside Drive, San Fernando, California, USA
Guiltrip|1995|Leixlip, County Kildare, Ireland
Guilty Not Guilty|2018|Jamshedpur, Jharkhand, India
Gul|2016|Sariyer, Istanbul, Turkey
Gulabi Gang|2012|Bundelkhand region, India
Gulliver's Travels|1977|Belvision, Belgium
Gulmohor|2016|Alibag, Maharashtra, India
Gulumaal: The Escape|2009|Cochin, Ernakulam, Kerala, India
Gum-gam|1985|Kavgolovo, Leningrad Oblast, Russia
Gumba: TV Creature from Hell|1994|West Chester University, West Chester, Pennsylvania, USA
Gun Crazy|1950|Egyptian Ball Room, Ocean Park Pier, Santa Monica, California, USA
Gun Drill by Naval Cadets at Newport Training School|1900|Naval Training Station, Newport, Rhode Island, USA
Gun Fury|1953|Coffee Pot Rock, West Sedona, Arizona, USA
Gun's Eye|1989|Osage Beach, Missouri, USA
Gundert the Man the Language|2012|Tellicherry, Thalassery
Gunfight at the O.K. Corral|1957|Apacheland Movie Ranch, Apache Junction, Arizona, USA
Gunfight in Abilene|1967|Stage 36, Universal Studios - 100 Universal City Plaza, Universal City, California, USA
Gunfighters|1947|Oak Creek Canyon, Sedona, Arizona, USA
Gung hoi keung gaan fung|1993|Victoria Peak, Hong Kong, China
Gunga Din|1939|Castle Dome Peak, Yuma, Arizona, USA
Gunless|2010|Fort Langley National Historic Site, Fort Langley, Langley Township, British Columbia, Canada
Gunpoint|1966|Snow Canyon State Park - 1002 Snow Canyon Drive, Ivins, Utah, USA
Gunpoint Decision|1991|St. Helena, Napa Valley, California, USA
Gunpowder|1986|Macclesfield, Cheshire, England, UK
Guns Girls and Gangsters|1959|Paramount Sunset Lot, 5800 Sunset Blvd, Los Angeles, California, USA
Guns and Guitars|1936|Garner Valley, California, USA
Guns and Kidneys|2017|Baotou, China
Guns of a Stranger|1973|Superstition Mountains, Arizona, USA
Gunwalkers|2017|Lynwood, California, USA
Guo bu xin lang|1988|West Edmonton Mall - 8882 170 Street, Edmonton, Alberta, Canada
Guppy|2016|Muttom Beach, Nagarcoil, Tamil Nadu, India
Gurasada|1998|Gurasada, Hunedoara, Romania
Gurbet Pastasi|2013|Camlihemsin, Turkey
Gureombi: Balam-i bunda|2013|Gangjeong, Jeju Island, South Korea
Gusanos de seda|1977|Collado Mediano, Madrid, Spain
Gusha no bindume|2004|Kasukabe City, Saitama, Japan
Gushegu Exile|2017|Gambaga, Ghana
Gut-Pile|1997|Forestport, New York, USA
Gutten er sulten|2017|Sarpsborg, Norway
Gutterball|2005|Chestnut Ridge, New York, USA
Guy de Maupassant|1982|La Chapelle-en-Serval, Oise, France
Guyco|2013|The Eighteenth Cocktail Bar, Houston, Texas, USA
Gwaed ar y Ser|1975|Nant Peris, Llanberis, Gwynedd, Wales, UK
Gyakufunsha kazoku|1984|Urawa, Saitama, Japan
Gyangusuta|2011|Gotemba, Shizuoka, Japan
Gyeongseonghakyoo: Sarajin sonyeodeul|2015|Daejon, South Korea
Gymkhana Six: The Ultimate Grid Obstacle Course|2013|San Bernardino International Airport - 294 S. Leland Norton Way, San Bernardino, California, USA
Gymkhana TWO: The Infomercial|2009|Port of Los Angeles, Los Angeles, California, USA
Gymkhana: Practice|2008|Marine Corps Air Station, El Toro, California, USA
Gymnasium Work, Kirksville, Mo.|1904|Kirksville, Missouri, USA
Gymnast|2011|Beijing National Stadium, Olympic Green, Chaoyang District, Beijing, China
Gymnastics: Just About the Best Thing Going|1980|Gunnedah, New South Wales, Australia
Gypsy Blood: The Roma, Ashkali, and Egyptian IDPs of Mitrovica, Kosovo|2005|Mitrovica, Kosovo
Gypsy: Improv|2006|Miles City, Montana, USA
Gypsy: Rock & Roll Nomads|2016|Cottonwood, Arizona, USA
H Project|2013|Hashima Island, Nagasaki Prefecture, Japan
H for Hamlet|1993|Jobstown, County Dublin, Ireland
H-Detector|2007|Metromedia Square - 5746 W. Sunset Blvd., Hollywood, Los Angeles, California, USA
H.M.S. Defiant|1962|Denia, Spain
HBO Comedy Half-Hour 19: Wendy Liebman|1996|Fillmore Auditorium, San Francisco, California, USA
HCC Hawk TV Fall 2015 Newscast|2015|Hillsborough Community College, Tampa, Florida, USA
HD Undersea|2005|Bonaire, Netherlands
HERO IN THE RAIN|2005|DC TV Dallas, Texas, USA
Ha sido un placer|2015|Nizao, Dominican Republic
Ha yat dik mo mo cha|2000|Kuala Terengganu, Terengganu, Malaysia
Ha-Ben Ha'Oved|1968|Be'er Ya'akov, Israel
Ha-Chalom Shel Pinchas|1998|Rehov, Israel
Ha-Krav Le'Hermon|1987|Mount Hermon, Israel
Ha-Sodot|2007|Safed, Israel
Ha-na|2008|Higashi Osaka Korean Middle School, Osaka, Japan
HaEmek HaNe-elam|2013|Jordan River, Israel
HaGarin HaKashe|1999|Lower Galilee, Israel
HaIsha Me-Ha Cinematheque|2015|Nazareth, Israel
Haagweg 4|2011|Haagweg 4, Leiden, Netherlands
Haani|2013|Ferozepur, Punjab, India
Haayara Hayeudit Haaharona|2000|Quba, Azerbaijan
Hababam Sinifi|1975|Camlica, Istanbul, Turkey
Habana Blues|2005|Cienfuegos, Cuba
Habayit Berechov Tabenkin|2008|Givatayim, Israel
Habiba|2017|Cantersteen 55, Bruxelles, Belgium
Habitaciones para turistas|2004|Carlos Casares, Argentina
Habla, mudita|1973|Bejes, Santander, Cantabria, Spain
Hablan los tarahumaras|1983|Batopilas, Chihuahua, Mexico
Hachigatsu no maboroshi|2002|Onomichi, Hiroshima, Japan
Hacia la Copa Davis|1965|Barcelona Tenis Club, Barcelona, Catalonia, Spain
Hacienda de Huejotitan|1968|Huejotitan, Jalisco, Mexico
Hack'd Together|2013|Rock Valley College, Rockford, Illinois, USA
Haddonfield: A Halloween Fan Film|2008|Hindman, Kentucky, USA
Hadewijch|2009|Quais de la Seine, Paris, France
Haenyeo: Women of the Sea|2013|Jeju Island, South Korea
Hafez|2007|Saveh, Iran
Hagan|1996|Gan Meir, Tel Aviv, Israel
Hager Alatni|2017|Debarwa, Eritrea
Haghighi|2012|Esfahan, Iran
Haha: Toyoko, aru kazoku no ai to kanashimi|2006|Gunma, Japan
Hahakaar|1996|Chiranjeev Bunglow, India
Hai paura del buio|2010|Foggia, Italy
Hai yang tian tang|2010|Longkou, Yantai, China
Haifa's Answer|2012|Haifa, Haifa, Israel
Haiiro no karasu|2015|Tsukuba-Mirai, Ibaraki, Japan
Haiku Someone Said|2008|Appian Way, Hollywood Hills, Los Angeles, California, USA
Hail to the Chief|2013|Fitchburg State University, 160 Pearl Street, Fitchburg, Massachusetts, USA
Hailuodosta Haapasaareen|1964|Hailuoto, Finland
Haim: Little of Your Love|2017|Oil Can Harry's, Studio City, California, USA
